"Post ID","Account ID","Account username","Account name",Description,"Duration (sec)","Publish time",Permalink,"Post type","Data comment",Date,Views,Likes,Shares,Comments,Saves,Reach,Follows
18124445107583832,17841406005349913,uwmathsoc,"UW Mathematics Society","🌟 Know someone who’s made a lasting impact in the Math community at Waterloo?

Nominate them for an Honorary Lifetime Membership! This recognition celebrates individuals who have made a meaningful, positive difference in the Math student community through their involvement, leadership, or contributions to student life.

Submit your nomination by March 20 and help recognize the people who make our community stronger. 💛📐",0,"03/15/2026 21:37",https://www.instagram.com/p/DV7qDrol3j4/,"IG image",,Lifetime,5626,7,10,0,2,2017,0
18196061794351460,17841406005349913,uwmathsoc,"UW Mathematics Society","🎉🍀 Get ready for a night of laughs, luck, and bingo! 🍀🎉

Sex Toy Bingo is happening Tuesday, March 17 from 6-9 PM in STC 1012! Grab your friends and join us for a fun, light-hearted evening of bingo, exciting prizes, and a lively atmosphere. Come play, have some fun, and see if you can bingo your way to a win! 😉✨",0,"03/15/2026 21:28",https://www.instagram.com/p/DV7myhpmhzY/,"IG image",,Lifetime,12855,50,689,1,11,7003,2
18093145730103221,17841406005349913,uwmathsoc,"UW Mathematics Society","📢 MathSoc S26 Executive Applications Now Open! 🚀

Apply for Vice President positions in Operations, Internal, Finance, or Communication.

See more information about the roles in the application form.

🔗 Link in bio | 📅 Deadline: March 19

📩 Questions? Email executive.appointment@mathsoc.uwaterloo.ca",0,"03/12/2026 14:26",https://www.instagram.com/p/DVzKWqwj1GX/,"IG image",,Lifetime,6006,16,10,0,4,2082,2
18096560264052919,17841406005349913,uwmathsoc,"UW Mathematics Society","Games Night is tomorrow night! ♠️♥️♣️♦️
Come hang out, play board games, and take a break!

This week we have Pizza from City Pizza (King & University location)
📍238 King St N, Waterloo, ON N2J 2Y7",0,"03/11/2026 20:02",https://www.instagram.com/p/DVxMCx5Fc1W/,"IG image",,Lifetime,4579,18,11,0,1,1615,0
17879532162492351,17841406005349913,uwmathsoc,"UW Mathematics Society","Come to Party with Profs to mingle with your professors — and maybe meet some new ones! 🥂🥂🥂

sign up for a session (1 or 2) via the links in bio, spots limited!",0,"03/10/2026 17:01",https://www.instagram.com/p/DVuSbQIDvVM/,"IG image",,Lifetime,6547,29,37,0,5,2213,1
18085933703239562,17841406005349913,uwmathsoc,"UW Mathematics Society","Join us this upcoming FRIDAY, March 13th in the MC 3rd floor hallway! Free pies will be handed out to math students starting at 1:59pm 🥧 We have blueberry, cherry, and apple pies 🤤 

The pi recitation contest will begin at 3:14pm in comfy only open to math students!!!! Release your inner nerds mathies 😋 

pi recitation contest signups link in bio",0,"03/10/2026 10:49",https://www.instagram.com/p/DVtmj5ZDrKD/,"IG image",,Lifetime,8096,132,122,0,11,2855,0
18084893561257030,17841406005349913,uwmathsoc,"UW Mathematics Society",,6,"03/08/2026 17:25",https://www.instagram.com/reel/DVpLvcXDuTx/,"IG reel",,Lifetime,10888,36,465,13,8,3612,0
18328700131220189,17841406005349913,uwmathsoc,"UW Mathematics Society","Games Night is tonight! ♠️♥️♣️♦️
Come hang out, play board games, and take a break!

This week we have Pizza from City Pizza (King & University location)
📍238 King St N, Waterloo, ON N2J 2Y7",0,"03/04/2026 22:05",https://www.instagram.com/p/DVffeDuDsZQ/,"IG image",,Lifetime,5037,17,6,0,0,1938,0
18090898343111240,17841406005349913,uwmathsoc,"UW Mathematics Society","Has an instructor made a big impact on you? Nominate them for the Instructor of the Year award! The Instructor of the Year Award has been set up by the Mathematics Society of the University of Waterloo in recognition of the importance of presentation when instructing within the Mathematics Faculty. 

The nomination form can be found on the linktree in bio.

🔺The award is open to only those instructors of full courses within the Mathematics Faculty. Nominations should include a description of the candidate’s teaching technique.🔺

If you have any questions, feel free to email vpa@mathsoc.uwaterloo.ca.

Nominations will close on Friday, March 20th at 11:59 PM.",0,"03/04/2026 15:43",https://www.instagram.com/p/DVezPs1AAuG/,"IG image",,Lifetime,4753,17,16,0,1,1677,0
17884008831455083,17841406005349913,uwmathsoc,"UW Mathematics Society","Mark the date, Wednesday March 11th 8-10pm 🗓️📍
Come out to support the Mathsoc Hockey team as they face off against Engsoc at the CIF ice rink!!! 🏒🏒🏒",0,"03/04/2026 15:31",https://www.instagram.com/p/DVexvLiGWXf/,"IG image",,Lifetime,7021,58,53,3,5,2360,0
18133332382518697,17841455438909951,uwaterloowim,"UWaterloo Women In Mathematics","Thank you to everyone who came yesterday — we hope you had a great time! Special shoutout to MathSoc, WiE, Women in Finance, Glow Centre, FemPhys, Pride Factors, WiCS, and Women’s Network for joining us to make this event the success it was! 💜",63,"03/04/2026 11:15",https://www.instagram.com/reel/DVeVFlaCXuO/,"IG reel",,Lifetime,13282,217,42,3,0,,
18135535111502926,17841406005349913,uwmathsoc,"UW Mathematics Society","🎰♠️ Casino Night is here! MathSoc x Poker Club is bringing cards, prizes, pizza, and snacks 🍕🎉
Come test your luck, show off your poker face, and win big!
Don’t miss out 👀✨

📅 Date: Wednesday, March 4
🕐 Time: 6 – 8 PM
📍 Location: MC 2017",0,"03/03/2026 14:20",https://www.instagram.com/p/DVcFXEBDh8a/,"IG image",,Lifetime,8325,65,76,0,6,2663,0
18073343744415671,17841406005349913,uwmathsoc,"UW Mathematics Society","Consider running in the Mathsoc general election!!!

nominations for President, VP Academics and Councillors close tomorrow, February 4 at 11:59pm

nominate yourself at vote.wusa.ca",68,"03/03/2026 12:29",https://www.instagram.com/reel/DVb4W6uDfhS/,"IG reel",,Lifetime,5045,31,8,4,0,2670,0
18015861596817821,17841406005349913,uwmathsoc,"UW Mathematics Society","Help us save our OSAP. Join us for a rally on March 4th at 11AM at the Arts Quad (between Dana Porter Library and the Arts Lecture Hall). Make your voices heard.

 Hot chocolate and hand warmers will be available. 

 🔗 Visit 🌐wusa.ca/cuts for more info.",0,"03/02/2026 13:21",https://www.instagram.com/p/DVZZhIsGN6B/,"IG image",,Lifetime,14385,122,29,0,3,6080,0
18197909488339430,17841406005349913,uwmathsoc,"UW Mathematics Society","It’s time for MathSoc’s S26 General Election!

📊 Nominate, campaign, and vote to make your voice heard in shaping MathSoc’s executive team or MathSoc Council 
🗳️ You could become MathSoc’s next President, VP Academic, or represent your program on Council!

All at vote.wusa.ca!!
You have until 11:59 PM on March 4th to nominate yourself!! 

Executive Positions Open:
(1) MathSoc President 
(1) MathSoc VP, Academic

Program Representative Seats Open:
(4) At Large (All Math students)
(2) Actuarial Science (Upper-year ActSci and Math Finance students only)
(3) Statistics (Upper-year Statistics students only)
(3) Pure Mathematics, Applied Mathematics, and Combinatorics and Optimization (Upper-year Pure Math, Applied Math, C&O, Math Finance, and Computational Math students only)
(5) Computer Science (Upper-year Computer Science and Computational Math students only)
(4) Business (Upper-year Math/Business and CS/Business Administration Double Degree students only)
(1) Computing and Financial Management (Upper-year CFM students only)
(1) Teaching (Upper-year Mathematics/Teaching students only)
(4) Mathematical Studies and Other (Upper-year Math Studies students, upper-year undeclared students, and any upper-year students who are not counted in one of the above constituencies)",0,"03/01/2026 13:58",https://www.instagram.com/p/DVW5USZFvse/,"IG carousel",,Lifetime,6271,16,2,0,0,1686,0
18078583610525374,17841406005349913,uwmathsoc,"UW Mathematics Society","Games Night is tonight! ♠️♥️♣️♦️
Come hang out, play board games, and take a break!

This week we have Pizza from City Pizza (King & University location)
📍238 King St N, Waterloo, ON N2J 2Y7",0,"02/26/2026 14:09",https://www.instagram.com/p/DVPMI-LkbOA/,"IG image",,Lifetime,4937,13,17,0,1,1791,0
18041875436737834,17841462443346761,uw_mgc,"Mathematics Graduation Committee (MGC)","Get ready for the Math Grad Ball! 

Tickets come out Monday! 

Message us any questions!",0,"02/26/2026 09:12",https://www.instagram.com/p/DVOqJQ_iU_I/,"IG image",,Lifetime,10720,74,112,3,0,,
18094994218961746,17841406005349913,uwmathsoc,"UW Mathematics Society","Come take a break and de-stress with us at our Paint Night & Bubble Tea event!
Get creative, sip on some bubble tea, and relax with your fellow Mathies! 🧋 🧑‍🎨 

📅 Date: Wednesday February 25
🕐 Time: 5 – 7 PM
📍 Location: MC Comfy

Hope to see you there! 🎨🧋",0,"02/24/2026 18:26",https://www.instagram.com/p/DVKgA1UiZSK/,"IG image",,Lifetime,7639,67,140,0,10,2605,0
18035329214783530,17841406005349913,uwmathsoc,"UW Mathematics Society","THE PROF TEACH-OFF IS HERE! 

Join us for an exciting showdown featuring Shane Bauman and Ian Payne! The Teach-Off is taking place on Tuesday, March 3rd! Come for an afternoon to learn some cool math and enjoy some pizza afterwards.

📍 MC 3rd Floor Hallway (Outside Cnd)

📅 Tuesday, March 3rd

⏰ 2:00 PM – 4:00 PM",0,"02/24/2026 15:10",https://www.instagram.com/p/DVKJogdD7yN/,"IG image",,Lifetime,9037,108,126,1,13,3067,0
17912798688143043,17841406005349913,uwmathsoc,"UW Mathematics Society","woof woof woof is about to come from mc 3rd floor!!

Take a mental health break with us and join us on Thursday, February 26 to wind down with some therapy dogs 🦴 🐾 

P.S. Scroll to meet the dogs! 🐕",0,"02/22/2026 15:10",https://www.instagram.com/p/DVFAC_ZEZGC/,"IG carousel",,Lifetime,9576,133,125,1,11,2521,0
17955923079053887,17841406005349913,uwmathsoc,"UW Mathematics Society","Today come get a Valentine’s day themed Goodie bag 💗💗💗",0,"02/11/2026 21:34",https://www.instagram.com/p/DUpXRMDFjBk/,"IG image",,Lifetime,9139,65,80,0,9,2761,0
18128982793526407,17841406005349913,uwmathsoc,"UW Mathematics Society","Math 136 Review session is Today!!!
Come review for your upcoming midterm",0,"02/05/2026 11:20",https://www.instagram.com/p/DUY0IIvkekT/,"IG image",,Lifetime,6744,19,10,0,3,1925,0
17970998990847505,17841406005349913,uwmathsoc,"UW Mathematics Society","Games Night is tomorrow! ♠️♥️♣️♦️
Come hang out, play board games, and take a break!
Snacks and Pizza provided 😎",0,"02/04/2026 19:50",https://www.instagram.com/p/DUXJrSrCdmU/,"IG image",,Lifetime,7455,11,24,0,1,2187,2
18096388823481919,17841406005349913,uwmathsoc,"UW Mathematics Society","💻Come learn about spatial retention software!!!💻

Rescheduled due to the Monday snow day",0,"01/30/2026 05:42",https://www.instagram.com/p/DUIwnhjkZEF/,"IG image",,Lifetime,7020,16,0,0,2,2033,0
17866064082476571,17841406005349913,uwmathsoc,"UW Mathematics Society","Games Night is tomorrow! ♠️♥️♣️♦️
Come hang out, play board games, and take a break!",0,"01/29/2026 18:02",https://www.instagram.com/p/DUHfp-CEVus/,"IG image",,Lifetime,8896,43,46,0,7,2757,0
17958950280028353,17841406005349913,uwmathsoc,"UW Mathematics Society","🗣️Signup for the W26 Hockey Team has opened!!! 🏒

Signup form is on the linktree in bio 📋📋📋",0,"01/23/2026 16:30",https://www.instagram.com/p/DT35SurkRwq/,"IG image",,Lifetime,7282,33,26,0,1,2027,0
17870183502533456,17841406005349913,uwmathsoc,"UW Mathematics Society","It’s MathSoc W26 By-Elections time 🗣️🗣️🗣️
Want to get involved with council and represent student voices? Head over to vote.wusa.ca for nominations and voting!

Any questions? Contact the elections committee at elections@mathsoc.uwaterloo.ca",0,"01/20/2026 14:47",https://www.instagram.com/p/DTv_LMaEVb0/,"IG carousel",,Lifetime,8296,18,0,0,1,1682,0
17993446349910350,17841406005349913,uwmathsoc,"UW Mathematics Society","On the j*b search grind or prepping for future terms? Resume Review is back!! 📈📈

Come get your resume reviewed this upcoming Wednesday, January 21st @ MC Comfy 🗿🗿 The event will run from 6-8pm!",0,"01/20/2026 10:46",https://www.instagram.com/p/DTvjoA0kZDq/,"IG image",,Lifetime,8062,39,36,0,12,1990,0
17992672598876336,17841406005349913,uwmathsoc,"UW Mathematics Society","Come Join us for breakfast!!! 🥞 ☕️",0,"01/19/2026 09:54",https://www.instagram.com/p/DTs42zskZUu/,"IG image",,Lifetime,12180,77,167,2,17,3407,2
18100193557846694,17841406005349913,uwmathsoc,"UW Mathematics Society","Club’s Day is back!!! 🎉

Join us tomorrow, January 19 to check out the clubs we have to offer and get involved in the math community 🤝🤝🤝",0,"01/18/2026 16:47",https://www.instagram.com/p/DTrDQ1kEbS2/,"IG image",,Lifetime,10162,56,16,0,3,2685,0
17873930280393066,17841406005349913,uwmathsoc,"UW Mathematics Society","W26 MathSoc Cartoons Reviewer Applications are open!! 🧑‍🎨 ✍️

Reviewers help improve MathSoc Cartoons by offering feedback on comic scripts, sketches, and finished artwork. 

Apply by Jan 14, 2026 with the link in our bio 💥",0,"01/10/2026 08:30",https://www.instagram.com/p/DTVkBihEXcv/,"IG image",,Lifetime,8158,17,0,0,1,1882,0
18036903428723851,17841406005349913,uwmathsoc,"UW Mathematics Society","Happy first week of Winter 2026 🎉🎉 Looking to make the most out of the term?

Volunteer with MathSoc to gain valuable experience, meet new people, or boost your resume for the upcoming recruiting season. Whether you want to organize events, create content, or help fellow students—MathSoc has volunteer roles for everyone 🔥🔥 

Open to all Math students (first years are especially encouraged 🤭) 

Applications are welcome anytime, but applying ASAP is preferred! 

Link for application in bio",0,"01/09/2026 09:18",https://www.instagram.com/p/DTTEvTEkVg6/,"IG carousel",,Lifetime,11260,78,20,0,19,2202,2
18029376878587974,17841406005349913,uwmathsoc,"UW Mathematics Society","📣 MathSoc is hiring! We’re looking for a Speaker 🔊 and Secretary ✍️ for our Council and Board.

Interested? Email speaker@mathsoc.uwaterloo.ca with your application or questions. Be sure to include the position you’re applying for in the subject.

Our first Council meeting is Monday, January 12th from 6 – 8PM - show up and nominate yourself! We’d love to see you there 😊",0,"01/08/2026 17:09",https://www.instagram.com/p/DTRV6Kakdvy/,"IG carousel",,Lifetime,10171,25,2,0,5,1980,0
18034059323551081,17841406005349913,uwmathsoc,"UW Mathematics Society","MathSoc is looking for reviewers for our upcoming resume review sessions! 🥳🥳
Help us give back to the Math community, and enjoy some free pizza! 🫶

📅 January 15th, 6-7:30pm 
📍MC Comfy

Interested?
Sign up with the form in our bio!",0,"01/06/2026 14:48",https://www.instagram.com/p/DTL8MgbEeXT/,"IG image",,Lifetime,8472,28,3,1,8,2181,0
